PROJECT_ID	TYPE	STATUS	???	???	???	OBJECTIVE	START_DATE	END_DATE	SECTOR	SUB_SECTOR	???	???
BRA/04/043-S180	Cooperação Sul-Sul	Em execução	Apoio às Ações de Atenção à Saúde e Formação de Conselhos dos Povos Indígenas de El Salvador.	Secretaria Especial de Saúde Indígena - SESAI/MS	Apoio às Ações de Atenção à Saúde e Formação de Conselhos dos Povos Indígenas de El Salvador.	 O projeto busca transferir a metodologia brasileira de programas de atenção a saúde indígena bem como com a criação de mecanismos de controle e participação social para o fortalecimento das ações de atenção a saúde existentes.	25/08/2011	18/07/2015	 Saúde	 Controle e Prevenção de Doenças	Secretaria Especial de Saúde Indígena - SESAI/MS	BRA/04/043-S180 - Apoio às Ações de Atenção à Saúde e Formação de Conselhos dos Povos Indígenas de El Salvador.
BRA/04/043-S181	Cooperação Sul-Sul	Em execução	Enfrentamento da Violência Sexual Contra Crianças e Adolescentes.	Secretaria de Direitos Humanos da Presidência da República - SDH/PR	Enfrentamento da Violência Sexual Contra Crianças e Adolescentes.	 O projeto pretende fomentar e compartilhar melhores práticas, no âmbito dos direitos humanos, na tentativa de elaborar a política salvadorenha para o enfrentamento da violência sexual contra crianças e adolescentes.	25/08/2011	25/08/2014	 Desenvolvimento Social	 Combate à mortalidade infantil	Secretaria de Direitos Humanos da Presidência da República - SDH/PR	BRA/04/043-S181 - Enfrentamento da Violência Sexual Contra Crianças e Adolescentes.
BRA/04/043-S176	Cooperação Sul-Sul	Concluído	"""IV Recenseamento da População e Habitação de São Tomé e Príncipe""."	Instituto Brasileiro de Geografia e Estatística (Brasil) - IBGE	"""IV Recenseamento da População e Habitação de São Tomé e Príncipe""."	 O projeto prevê a realização da coleta de dados segundo os temas constantes do questionário desenvolvido pelo INE que abrange questões básicas sobre a população e as características do domicílio que habita, acessibilidade aos sistemas de saúde e educação, estrutura etária, ocupação, natalidade, nupcialidade e movimentos migratórios.     Essas informações, após tabuladas, servirão de importante subsídio para as análises do governo, academia e sociedade em geral, atendendo a diversas finalidades. A parceria com o Brasil, instituída neste projeto, prevê a transferência de capital intelectual e tecnológico de modernas ferramentas para a coleta dos dados, além do desenvolvimento conjunto de uma base de dados digital, incluindo uma base cartográfica e um Sistema de Informações Geográficas - SIG.	30/08/2011	30/09/2013	 Desenvolvimento Social	 Políticas Públicas	Instituto Brasileiro de Geografia e Estatística (Brasil) - IBGE	"BRA/04/043-S176 - ""IV Recenseamento da População e Habitação de São Tomé e Príncipe""."
BRA/04/043-A512	Cooperação Sul-Sul	Concluído	Capacitação em Recursos Genéticos Vegetais	EMBRAPA Sede - EMBRAPA	Capacitação em Recursos Genéticos Vegetais	 Fortalecer as competências de oficiais dos países do Caricom  em gestão de recursos genéticos vegetais e promover iniciativas nacionais ou regionais para a conservação, caracterização, intercâmbio, uso e valoração destes recursos.	30/08/2011	01/03/2012	 Agricultura	 Agroecologia	EMBRAPA Sede - EMBRAPA	BRA/04/043-A512 - Capacitação em Recursos Genéticos Vegetais
BRA/04/043-A513	Cooperação Prestada Trilateral	Concluído	Missão de Prospecção de Cooperação Técnica em Agricultura em favor de Gana		Missão de Prospecção de Cooperação Técnica em Agricultura em favor de Gana	 Missão de prospecção para identificação de potenciais áreas de interesse conjunto para desenvolvimento de projetos de cooperação técnica na área de agricultura.	01/09/2011	31/12/2011	 Agricultura	 Pesquisa		BRA/04/043-A513 - Missão de Prospecção de Cooperação Técnica em Agricultura em favor de Gana
BRA/04/043-A493	Cooperação Sul-Sul	Concluído	Missão de prospecção na área de aquicultura e saúde		Missão de prospecção na área de aquicultura e saúde	 À luz das demandas de cooperação nas áreas de criação de camarão e de saúde materno-infantil, formuladas, em 2011, pelo Governo guineense, a ABC realizou missão de identificação de projetos, junto com técnicos do Ministro da Pesca e da Aqüicultura e do Ministério da Saúde.	01/09/2011	31/12/2011	 Pesca	 Carcinicultura		BRA/04/043-A493 - Missão de prospecção na área de aquicultura e saúde
BRA/04/043-A514	Cooperação Prestada Trilateral	Concluído	Conferência do Grupo dos 20 em Pesquisa Agrícola para o Desenvolvimento - Promovendo Parcerias para a Segurança Alimentar	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	Conferência do Grupo dos 20 em Pesquisa Agrícola para o Desenvolvimento - Promovendo Parcerias para a Segurança Alimentar	 ABC foi convidada, em conjunto com a Embrapa, para apresentar seus mais bem sucedidos projetos de cooperação em curso para os membros do G20 em Montpellier, na França, na Conferência do Grupo dos 20 em Pesquisa Agrícola para o Desenvolvimento - Promovendo Parcerias para a Segurança Alimentar o que caracteriza oportunidade única para a busca de parcerias para a cooperação técnica brasileira em fóruns multilaterais.	01/09/2011	01/12/2011	 Agricultura	 Pesquisa	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	BRA/04/043-A514 - Conferência do Grupo dos 20 em Pesquisa Agrícola para o Desenvolvimento - Promovendo Parcerias para a Segurança Alimentar
BRA/04/043-A511	Cooperação Sul-Sul	Concluído	Missão para negociação de projeto na área de inserção social por meio da prática esportiva.	Ole Brasil Futebol Clube - Ole Brasil	Missão para negociação de projeto na área de inserção social por meio da prática esportiva.	 A ABC realizou uma missão isolada a Cotonou no período de 16 a 23 de setembro de 2011, com o objetivo de selecionar 22 jovens beninenses para participar do projeto “Inserção social através da prática esportiva do futebol”. A identificação dos jovens oriundos de diversas províncias em território nacional beninense teve como principal critério a prática do futebol, a vulnerabilidade socioeconômica e haver nascido entre 1996 e 1997. A seleção foi realizada em 3 etapas, classificatória, eliminatória e final com um grupo inicial de 200 jovens.	01/09/2011	30/11/2011	 Esporte	 Educação de Crianças e Adolescentes	Ole Brasil Futebol Clube - Ole Brasil	BRA/04/043-A511 - Missão para negociação de projeto na área de inserção social por meio da prática esportiva.
BRA/04/043-A552	Cooperação Sul-Sul	Em execução	Fortalecimento e Aperfeiçoamento do Sistema de Observações Meteorológicas da Direção Nacional de Meteorologia (DNM)	Instituto Nacional de Meteorologia - INMET	Fortalecimento e Aperfeiçoamento do Sistema de Observações Meteorológicas da Direção Nacional de Meteorologia (DNM)	 Contribuir para melhorar a confiabilidade das previsões climáticas no Cone Sul,da América do Sul.	05/09/2011	05/09/2013	 Ciência e Tecnologia	 Meteorologia	Instituto Nacional de Meteorologia - INMET	BRA/04/043-A552 - Fortalecimento e Aperfeiçoamento do Sistema de Observações Meteorológicas da Direção Nacional de Meteorologia (DNM)
BRA/04/043-A515	Cooperação Sul-Sul	Concluído	Capacitação na ferramenta “Expresso - SERPRO”		Capacitação na ferramenta “Expresso - SERPRO”	 A presente Atividade Isolada visa a promover a integração técnica entre a equipe do SERPRO responsável pelo desenvolvimento e manutenção da suíte de comunicação Expresso e a equipe santomense por meio de várias atividades de capacitação. A capacitação abrangerá as seguintes áreas: coordenação, suporte e administração, desenvolvimento e infraestrutura.	06/09/2011	05/12/2011	 Ciência e Tecnologia	 Ciência da Informação		BRA/04/043-A515 - Capacitação na ferramenta “Expresso - SERPRO”
GMC - DT  N° XX/11	Cooperação Bloco	Em execução	Sistema de Informação Ambiental do MERCOSUL(SIAM)		Sistema de Informação Ambiental do MERCOSUL(SIAM)	 implementação de um Sistema de Informação Ambiental para o MERCOSUL constituindo uma ferramenta de apoio à tomada de decisão, uma contribuição para a visibilidade das negociações ambientais do Mercosul, a gestão ambiental integrada, a política ambiental e conscientização.	07/09/2011	07/09/2015	 Meio Ambiente	 Controle Ambiental		GMC - DT  N° XX/11 - Sistema de Informação Ambiental do MERCOSUL(SIAM)
BRA/04/043-A459	Cooperação Sul-Sul	Concluído	Curso Planejamento Estratégico no Contexto Ibero-Americano	Escola Nacional de Administraçäo Pública - ENAP	Curso Planejamento Estratégico no Contexto Ibero-Americano	 Transferir para representantes dos países ibero-americanos, no âmbito da Escola Ibero-Americana de Administração e Políticas Públicas coordenada pelo Centro Latino-Americano de Administração para o Desenvolvimento (CLAD), conhecimentos e experiências sobre a realidade e os desafios do planejamento como parte do ciclo de gestão estratégica.	08/09/2011	08/01/2012	 Administração Pública	 Governança	Escola Nacional de Administraçäo Pública - ENAP	BRA/04/043-A459 - Curso Planejamento Estratégico no Contexto Ibero-Americano
BRA/04/043-S183	Cooperação Sul-Sul	Em execução	Capacitação Técnica para a Polícia de Investigação Criminal de São Tomé e Príncipe	Departamento de Polícia Federal - DPF	Capacitação Técnica para a Polícia de Investigação Criminal de São Tomé e Príncipe	 O presente projeto tem por objetivo fornecer a São Tomé e Príncipe a qualificação em recursos humanos necessária à reestruturação de suas forças policiais, especificamente, a sua Polícia Judiciária.  A proposta implica na seleção e capacitação de policiais santomenses em área específica do saber policial, aliadas a uma política de respeito aos direitos humanos e aos preceitos éticos.  Deste modo, a Polícia Federal, por meio de sua Academia Nacional de Polícia, oferecerá e ministrará capacitação para policiais vinculada a áreas tanto gerais como específicas de conhecimento, apontadas pela equipe de prospecção como fatores de interesse e necessidade da Polícia Judiciária de São Tome e Príncipe.  Todavia, devido ao grande rol de atividades de capacitação a serem implementadas para os policiais de São Tomé e Príncipe, o presente projeto prevê a execução de capacitações nas áreas de armamento e tiro, local de crime, técnicas operacionais e técnicas de investigação. As demais necessidades apontadas ao longo da execução do projeto poderão ser objeto de novas propostas.  O projeto prevê a formação de multiplicadores dentre aqueles que obtiverem as melhores notas nas áreas do conhecimento, de maneira a garantir que o conhecimento adquirido possa ser repassado em ações posteriores de iniciativa da própria Polícia de Investigação Criminal.	08/09/2011	30/06/2015	 Defesa	 Treinamento Militar	Departamento de Polícia Federal - DPF	BRA/04/043-S183 - Capacitação Técnica para a Polícia de Investigação Criminal de São Tomé e Príncipe
BRA/04/044 -A726	Cooperação Prestada Trilateral	Concluído	Apoio ao Programa de Formação Complementar e Pesquisa na Área de Direitos Humanos - Fase II.	Secretaria Especial de Políticas para a Promoção da Igualdade Racial - SEPPIR	Apoio ao Programa de Formação Complementar e Pesquisa na Área de Direitos Humanos - Fase II.	 *	11/09/2011	11/02/2012	 Desenvolvimento Social	 Direitos Humanos	Secretaria Especial de Políticas para a Promoção da Igualdade Racial - SEPPIR	BRA/04/044 -A726 - Apoio ao Programa de Formação Complementar e Pesquisa na Área de Direitos Humanos - Fase II.
BRA/04/043-S189	Cooperação Sul-Sul	Em execução	Capacitação e Formação técnico/jurídicas e administrativas proporcionada pela Defensoria Pública da União / Brasil	Defensoria Pública-Geral da União (Brasil) - DPGU	Capacitação e Formação técnico/jurídicas e administrativas proporcionada pela Defensoria Pública da União / Brasil	 Contribuir para formação e qualificação dos profissionais da Defensoria Pública do Uruguai.O projeto consiste na capacitação e formação de Defensores Públicos uruguaios na Escola Superior da Defensoria Pública da União – ESDPU – em Brasília.	13/09/2011	13/12/2013	 Justiça	 Organização Judiciária	Defensoria Pública-Geral da União (Brasil) - DPGU	BRA/04/043-S189 - Capacitação e Formação técnico/jurídicas e administrativas proporcionada pela Defensoria Pública da União / Brasil
BRA/04/043-A497	Cooperação Sul-Sul	Concluído	Treinamento de Militares Sul-Americanos no Âmbito da Defesa Curso de Aperfeiçoamento de Sargentos		Treinamento de Militares Sul-Americanos no Âmbito da Defesa Curso de Aperfeiçoamento de Sargentos	 Estimular o intercâmbio do conhecimento militar sul-americano, oferecendo a  militares do Exército da Argentina Paraguai e Uruguai Cursos e Estágios promovidos pelo Exército do Brasil,	15/09/2011	07/03/2012	 Defesa	 Treinamento Militar		BRA/04/043-A497 - Treinamento de Militares Sul-Americanos no Âmbito da Defesa Curso de Aperfeiçoamento de Sargentos
BRA/04/043-A522	Cooperação Sul-Sul	Concluído	Missões de Cooperação Técnica na Área de Gestão Bancária entre os Bancos Centrais do Brasil e do Suriname	Banco Central do Brasil - BACEN	Missões de Cooperação Técnica na Área de Gestão Bancária entre os Bancos Centrais do Brasil e do Suriname	 Contribuir para o fortalecimento institucional do Banco Central do Suriname (CBvS) pela capacitação e pelo compartilhamento de experiências bem-sucedidas e melhores práticas do Banco Central do Brasil (BCB).	16/09/2011	15/03/2012	 Administração Pública	 Sistema Financeiro	Banco Central do Brasil - BACEN	BRA/04/043-A522 - Missões de Cooperação Técnica na Área de Gestão Bancária entre os Bancos Centrais do Brasil e do Suriname
BRA/04/043-A528	Cooperação Prestada Trilateral	Concluído	V Curso Internacional de Treinamento em Desenvolvimento de Imunobiológicos para a Saúde Pública	Instituto Butantan - Secretaria de Estado da Saúde. - BUTANTAN/SP	V Curso Internacional de Treinamento em Desenvolvimento de Imunobiológicos para a Saúde Pública	 O curso visa promover a difusão de conhecimentos científicos e tecnológicos por meio de treinamentos, com vistas ao aprimoramento de profissionais de saúde em animais peçonhentos de importância médica.	16/09/2011	31/12/2011	 Saúde	 Controle e Prevenção de Doenças	Instituto Butantan - Secretaria de Estado da Saúde. - BUTANTAN/SP	BRA/04/043-A528 - V Curso Internacional de Treinamento em Desenvolvimento de Imunobiológicos para a Saúde Pública
BRA/04/043-A530	Cooperação Sul-Sul	Concluído	Missão de avaliação da primeira fase do projeto de Cisternas e negociação da segunda fase.		Missão de avaliação da primeira fase do projeto de Cisternas e negociação da segunda fase.	 Avaliar os resultados obtidos pelo projeto “Construção de Cisternas para Captação de Águas de Chuva no Haiti” junto aos parceiros haitianos, e negociar a segunda fase do referido projeto com autoridades haitianas, contra-parte brasileira e Agência Australiana de Desenvolvimento.	20/09/2011	20/03/2012	 Agricultura	 Agricultura Familiar		BRA/04/043-A530 - Missão de avaliação da primeira fase do projeto de Cisternas e negociação da segunda fase.
BRA/04/043-A524	Cooperação Sul-Sul	Concluído	Missão para participação no workshop “What kind of urbanisation? Addressing challenge of slums and including poor into the urban fabric”	Ministério das Cidades - MC	Missão para participação no workshop “What kind of urbanisation? Addressing challenge of slums and including poor into the urban fabric”	 Esta Atividade Isolada se destinou a prospectar possibilidades de cooperação técnica relacionada à política habitacional entre África do Sul, Brasil e Índia. Para tanto, enviará técnicos brasileiros a Durban, África do Sul, para participar das discussões de workshop internacional.	21/09/2011	20/12/2011	 Cidades	 Habitação	Ministério das Cidades - MC	BRA/04/043-A524 - Missão para participação no workshop “What kind of urbanisation? Addressing challenge of slums and including poor into the urban fabric”
BRA/04/043-A526	Cooperação Sul-Sul	Concluído	Capacitação de Militares do Benim - 2011	Ministério da Defesa do Brasil - MIN. DEFESA	Capacitação de Militares do Benim - 2011	 Estimular o intercâmbio do conhecimento militar entre o Governo do Brasil e o Governo do Benim, oferecendo aos militares daquele país capacitação técnica em desminagem humanitária.	21/09/2011	31/01/2012	 Defesa	 Treinamento Militar	Ministério da Defesa do Brasil - MIN. DEFESA	BRA/04/043-A526 - Capacitação de Militares do Benim - 2011
BRA/04/043-A523	Cooperação Sul-Sul	Concluído	Participação de Representantes Brasileiros no 1º Encontro Nacional sobre Reabilitação de Áreas Degradas de Moçambique.		Participação de Representantes Brasileiros no 1º Encontro Nacional sobre Reabilitação de Áreas Degradas de Moçambique.	 A atividade foi resolvida com sucesso. Os três professores da Universidade Federal do Paraná proferiram palestras e deram cursos para professores e técnicos moçambicanos na área de preservação e reabilitação de áreas degradas.	22/09/2011	22/12/2011	 Meio Ambiente	 Desenvolvimento Sustentável		BRA/04/043-A523 - Participação de Representantes Brasileiros no 1º Encontro Nacional sobre Reabilitação de Áreas Degradas de Moçambique.
BRA/04/043-S185	Cooperação Sul-Sul	Em execução	Análise da Institucionalidade do Sistema Elétrico Brasileiro e a da Aplicabilidade em um Novo Modelo de Mercado para o Setor Elétrico da Costa Rica - Alcances e Implementação	Câmara de Comercialização de Energia Elétrica (Brasil) - CCEE	Análise da Institucionalidade do Sistema Elétrico Brasileiro e a da Aplicabilidade em um Novo Modelo de Mercado para o Setor Elétrico da Costa Rica - Alcances e Implementação	 A abertura do mercado elétrico na Costa Rica tem gerado uma série de novos processos institucionais e operacionais no setor de energia desse país, cujos objetivos centram-se sobretudo na reorientação de um mercado tradicionalmente monopolista para um mercado privatizado e voltado à competitividade. Nesse sentido,o objetivo deste projeto é analisar aplicabilidade do modelo de comercialização de energia brasileiro para o setor elétrico da Costa Rica, com vistas a apoiar a modernização das estruturas de geração de energia elétrica daquele país.	22/09/2011	31/12/2013	 Minas e Energia	 Matriz Energética	Câmara de Comercialização de Energia Elétrica (Brasil) - CCEE	BRA/04/043-S185 - Análise da Institucionalidade do Sistema Elétrico Brasileiro e a da Aplicabilidade em um Novo Modelo de Mercado para o Setor Elétrico da Costa Rica - Alcances e Implementação
BRA/04/043-A525	Cooperação Bloco	Concluído	II Oficina de APLs/Clusters MERCOSUL e Países Associados		II Oficina de APLs/Clusters MERCOSUL e Países Associados	 Capacitar acadêmicos e representantes governamentais do MERCOSUL e Países Associados, visando à integração tecnológica e produtiva entre os aglomerados produtivos neles localizados, dando continuidade ao processo de internacionalização, com a identificação e análise das experiências específicas com APLs/Clusters na região.	23/09/2011	23/12/2011	 Indústria e Comércio	 Desenvolvimento Industrial		BRA/04/043-A525 - II Oficina de APLs/Clusters MERCOSUL e Países Associados
BRA/04/044-S357	Cooperação Sul-Sul	Concluído	Inclusão Social por Meio da Prática Esportiva do Futebol	Ole Brasil Futebol Clube - Ole Brasil	Inclusão Social por Meio da Prática Esportiva do Futebol	 A população beninense possui cerca de 8,5 milhões de habitantes vivendo essencialmente na zona rural (mais de 70%) e taxas de alfabetização muito baixas. É composta de mais de 65% de jovens que, a exemplo da juventude em todo o planeta, freqüentemente se dedicam à prática de esportes,  especialmente do futebol.  Deste total, cerca de 50% tem menos de 15 anos.  A cooperação técnica para o desenvolvimento da prática esportiva como forma de apoio à educação tem dado importantes resultados para a promoção da integração social de jovens e adolescentes fora da escola ou em situação de vulnerabilidade.   Neste contexto, o projeto tem por objetivo fornecer qualificação em práticas desportivas no Brasil a 22 jovens beninenses nascidos entre 1996 e 1997, durante um período de 09 meses. Durante o tempo de treinamento diário (físico, técnico e tático) e atuação em partidas amistosas e oficiais, os jovens atletas freqüentam escola privada instalada dentro do Complexo Esportivo do clube, e dispõem de convênio médico e odontológico, acomodação, alimentação, lavanderia, transporte local e participação em programas culturais, além de uniformes de treino e utilização de toda a infra-estrutura do Clube.  O Projeto dá oportunidade aos jovens com potencial esportivo e em situação econômica desfavorecida. Ademais, a cooperação em pauta assegura a continuidade dos esforços de formação esportiva da juventude beninense.	23/09/2011	31/12/2012	 Esporte	 Educação de Crianças e Adolescentes	Ole Brasil Futebol Clube - Ole Brasil	BRA/04/044-S357 - Inclusão Social por Meio da Prática Esportiva do Futebol
BRA/04/044-S370	Cooperação Prestada Trilateral	Em execução	Curso Internacional de Capacitação Em Sistemas de Tecnologia Agroflorestal	EMBRAPA - Amazônia Oriental - EMBRAPA	Curso Internacional de Capacitação Em Sistemas de Tecnologia Agroflorestal		28/09/2011	31/12/2016	 Agricultura	 Agricultura Familiar	EMBRAPA - Amazônia Oriental - EMBRAPA	BRA/04/044-S370 - Curso Internacional de Capacitação Em Sistemas de Tecnologia Agroflorestal
BRA/04/044-S364	Cooperação Sul-Sul	Em execução	Plano de Eletrificação Rural Vinculado ao Desenvolvimento Local - Fase II.	Ministério Das Minas E Energia - MME	Plano de Eletrificação Rural Vinculado ao Desenvolvimento Local - Fase II.	 O projeto visa repassar a experiência do Programa de “Uso Produtivo em Zonas Rurais de Luz para Todos”, desenvolvida pelo Governo brasileiro, o qual propicia o ingresso de famílias de zonas rurais isoladas ampliar suas atividades produtivas, a partir do acesso a energia elétrica. Essa experiência será repassada ao por meio da capacitação e formação de quadro técnico e a implantação de três unidades experimentais.	30/09/2011	12/07/2014	 Minas e Energia	 Políticas Públicas	Ministério Das Minas E Energia - MME	BRA/04/044-S364 - Plano de Eletrificação Rural Vinculado ao Desenvolvimento Local - Fase II.
BRA/04/043-S379	Cooperação Prestada Trilateral	Em execução	SABESP PERDAS - Curso Internacional em Boas Práticas Operacionais para Prevenção, Redução e Controle de Perdas em Sistemas de Distribuição de Água.		SABESP PERDAS - Curso Internacional em Boas Práticas Operacionais para Prevenção, Redução e Controle de Perdas em Sistemas de Distribuição de Água.	 Curso Internacional que capacitará os participantes a adquirir suficiente conhecimento técnico para gerenciamento e a elaboração de planos de ação para prevenção, redução e controle de perdas em sistemas de distribuição de água tratada.	01/10/2011	30/06/2016	 Meio Ambiente	 Recursos Hídricos		BRA/04/043-S379 - SABESP PERDAS - Curso Internacional em Boas Práticas Operacionais para Prevenção, Redução e Controle de Perdas em Sistemas de Distribuição de Água.
BRA/04/043-A557	Cooperação Prestada Trilateral	Concluído	Missão Técnica Conjunta de Implementação dos Mecanismos de Coordenação e Instrumentos de Acompanhamento do Projeto Triangular de Apoio à Requalificação do Bairro Chamanculo C, bem como o Lançamento Oficial do Projeto e Discussão ee Realinhamento dos Próximos Passos da Iniciativa.		Missão Técnica Conjunta de Implementação dos Mecanismos de Coordenação e Instrumentos de Acompanhamento do Projeto Triangular de Apoio à Requalificação do Bairro Chamanculo C, bem como o Lançamento Oficial do Projeto e Discussão ee Realinhamento dos Próximos Passos da Iniciativa.	" A proposta de projeto ""Apoio a Requalificação do Bairro Chamanculo C no âmbito da Estratégia Global de Reordenamento e Urbanização dos Assentamentos Informais do Município de Maputo"" representa um documento de projeto mais detalhado e avançado em relação ao ""Concept paper"" apresentado anteriormente, seja na definição das expectativas do Conselho Municipal de Maputo, nas motivações interventivas de natureza triangular, nas suas finalidades e objetivos, categorias de atividades, nas suas inter-relações e no orçamento."	01/10/2011	31/12/2011	 Cidades	 Habitação		BRA/04/043-A557 - Missão Técnica Conjunta de Implementação dos Mecanismos de Coordenação e Instrumentos de Acompanhamento do Projeto Triangular de Apoio à Requalificação do Bairro Chamanculo C, bem como o Lançamento Oficial do Projeto e Discussão ee Realinhamento dos Próximos Passos da Iniciativa.
BRA/04/043-A547	Cooperação Sul-Sul	Concluído	Capacitação em gestão de unidades prisionais para formação de multiplicadores em Moçambique, pelo Departamento Penitenciário Nacional do Ministério da Justiça do Brasil	Departamento Penitenciário Naciona do Ministério da Justiça - DEPEN	Capacitação em gestão de unidades prisionais para formação de multiplicadores em Moçambique, pelo Departamento Penitenciário Nacional do Ministério da Justiça do Brasil	 A atividade tinha como objetivo realizar capacitação de 10 moçambicanos em gestão de unidades prisionais para formação de multiplicadores.  O curso foi realizado para os 10 moçambicanos pelo Departamento Penitenciário Nacional do Ministério da Justiça do Brasil (DEPEN) e pela Academia Nacional de Polícia (ANP), no período de 31 de outubro a 11 de novembro de 2011, com carga horária total de 80 (oitenta) horas-aula, durante 10 (dez) dias letivos.	05/10/2011	05/04/2012	 Segurança Pública	 Prevenção do Crime	Departamento Penitenciário Naciona do Ministério da Justiça - DEPEN	BRA/04/043-A547 - Capacitação em gestão de unidades prisionais para formação de multiplicadores em Moçambique, pelo Departamento Penitenciário Nacional do Ministério da Justiça do Brasil
BRA/04/044-A879	Cooperação Prestada Trilateral	Concluído	Treinamento Internacional em Serviço para Elaboração, Implementação e Monitoramento de Projeto de Carbono na América Latina.	Instituto Nacional de Pesquisas da Amazônia - INPA	Treinamento Internacional em Serviço para Elaboração, Implementação e Monitoramento de Projeto de Carbono na América Latina.	" Realizado pelo Intituto Nacional de Pesquisas da Amazônia, o ""Treinamento Internacional em Serviço para Elaboração, Implementação e Monitoramento de Projeto de Carbono na América Latina"" é voltado para profissionais das áreas de serviços ambientais e mudanças climáticas. Ele prevê aulas teóricas e práticas em uma imersão de quatro semanas na estação experimental do INPA no Estado do Amazonas. Estão previstas três edições anuais de 2011 a 2013.  O curso é viabilizado pelo Third Country Training Programme (TCTP) ou Programa de Treinamento de Terceiros Países (http://www.abc.gov.br/treinamentos). O TCTP é um mecanismo de cooperação trilateral previsto no âmbito do Programa de Parceria Brasil-Japão (JBPP), e implementado em conjunto pela ABC e pela Agência de Cooperação Internacional do Japão (JICA).  Os cursos do TCTP contribuem para o fortalecimento institucional e a capacitação de recursos humanos dos países participantes, em áreas estratégicas e prioritárias ao desenvolvimento nacional, por meio da transferência de tecnologia, do incremento de competências e da disseminação de soluções inovadoras."	06/10/2011	31/12/2013	 Meio Ambiente	 Recursos Naturais	Instituto Nacional de Pesquisas da Amazônia - INPA	BRA/04/044-A879 - Treinamento Internacional em Serviço para Elaboração, Implementação e Monitoramento de Projeto de Carbono na América Latina.
BRA/04/043-A546	Cooperação Sul-Sul	Concluído	Capacitação de Militares do Timor-Leste - 2011	Ministério da Defesa do Brasil - MIN. DEFESA	Capacitação de Militares do Timor-Leste - 2011	 Em atendimento à demanda da Presidência da República de Timor-Leste dois professores da Escola Superior de Guerra participarão de um dos módulos da edição de 2011 do Curso de Defesa e Segurança ministrado a funcionários da Administração Pública daquele país, em seguimento ao treinamento oferecido em 2010. Na atual versão participarão 21 funcionários da Administração Pública de Timor-Leste.	06/10/2011	30/03/2012	 Defesa	 Treinamento Militar	Ministério da Defesa do Brasil - MIN. DEFESA	BRA/04/043-A546 - Capacitação de Militares do Timor-Leste - 2011
BRA/04/043-A549	Cooperação Sul-Sul	Concluído	Missão de técnico do Sindicato dos Treinadores de Futebol de São Paulo à São Cristóvão e Névis para Capacitação Técnica da Equipe de Jogadores e do Quadro de Assistentes da Seleção de Futebol local.		Missão de técnico do Sindicato dos Treinadores de Futebol de São Paulo à São Cristóvão e Névis para Capacitação Técnica da Equipe de Jogadores e do Quadro de Assistentes da Seleção de Futebol local.	 Apoiar o desenvolvimento do potencial esportivo de São Cristóvão e Névis.	07/10/2011	31/03/2012	 Esporte	 Educação de Crianças e Adolescentes		BRA/04/043-A549 - Missão de técnico do Sindicato dos Treinadores de Futebol de São Paulo à São Cristóvão e Névis para Capacitação Técnica da Equipe de Jogadores e do Quadro de Assistentes da Seleção de Futebol local.
BRA/04/044-S372	Cooperação Prestada Trilateral	Em execução	Curso de Produção Sustentável de Hortaliças		Curso de Produção Sustentável de Hortaliças		11/10/2011	31/12/2015	 Agricultura	 Agricultura Familiar		BRA/04/044-S372 - Curso de Produção Sustentável de Hortaliças
BRA/04/043-A556	Cooperação Sul-Sul	Concluído	Treinamento de Militares Sul-Americanos no Âmbito da Defesa - Curso de Coordenação SAR para Oficiais.	Exército Brasileiro - EXBR	Treinamento de Militares Sul-Americanos no Âmbito da Defesa - Curso de Coordenação SAR para Oficiais.	 Este treinamento tem como objetivo estimular o intercâmbio do conhecimento militar sul-americano, oferecendo a  três oficiais da Força Aérea Paraguai,  Força Aérea Uruguaia e Força Aérea do Suriname, curso promovido pela Força Aérea Brasileira, com duração de 36 dias, em São José dos Campos- SP.	11/10/2011	02/03/2012	 Defesa	 Treinamento Militar	Exército Brasileiro - EXBR	BRA/04/043-A556 - Treinamento de Militares Sul-Americanos no Âmbito da Defesa - Curso de Coordenação SAR para Oficiais.
BRA/04/043-A555	Cooperação Sul-Sul	Concluído	Missão a Cabo Verde de prospecção de projetos nas áreas saúde e educação superior.		Missão a Cabo Verde de prospecção de projetos nas áreas saúde e educação superior.	 A fim de atender as demandas do Governo cabo-verdiano, a ABC realizou missão a Cabo Verde de prospecção de projetos no período de 21 de novembro a 02 de dezembro de 2011. A missão contará com participantes de instituições brasileiras, a saber:  - Universidade Federal de Juiz de Fora, Núcleo de Atendimento, Treinamento e Educação em Saúde;  - Ministério da Saúde do Brasil - Universidade da Integração Internacional da Lusofonia Afro-brasileira - UNILAB - Comissão Nacional de Avaliação do Ensino Superior - CONAES - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira - INEP  A missão teve como objetivo principal negociar projeto de cooperação técnica nas áreas de saúde e educação: i) atenção primária a saúde – fase 2  e ii) avaliação do ensino superior, iii) programa de educação à distância por intermédio da Universidade Aberta do Brasil.	18/10/2011	30/07/2012	 Educação	 Ensino Superior		BRA/04/043-A555 - Missão a Cabo Verde de prospecção de projetos nas áreas saúde e educação superior.
