PROJECT_ID	TYPE	STATUS	???	???	???	OBJECTIVE	START_DATE	END_DATE	SECTOR	SUB_SECTOR	???	???
BRA/04/044-S127	Cooperação Sul-Sul	Concluído	Fortalecimento da Gestão do Patrimônio Cultural de Angola	Ministério da Cultura (Brasil) - MinC	Fortalecimento da Gestão do Patrimônio Cultural de Angola	 Dificilmente um país é capaz de passar pelo longo e duro processo de reconstrução sem promover a escrita da sua história e sem proteger o patrimônio cultural que revela as identidades dos seus grupos formadores. Para alcançar esses objetivos, o Ministério da Cultura de angola busca a cooperação internacional do Brasil, com vistas à capacitação dos funcionários envolvidos com os setores de patrimônio cultural, com diferentes níveis de formação, para viabilizar a gestão do patrimônio cultural angolano. Foram realizadas mais de dez oficinas e workshops com o objetivo de trocar experiências e capacitar os profissionais angolanos em práticas de identificação e documentação do Patrimônio Cultural e gestão documental, práticas de proteção e conservação dos bens materiais que constituem o Patrimônio Cultural, práticas de identificação, registro e salvaguarda do Patrimônio Cultural imaterial, práticas de promoção de bens culturais, especialmente educação patrimonial e práticas degestão museológica.	29/09/2008	30/06/2010	 Cultura	 Patrimônio Histórico e Artístico	Ministério da Cultura (Brasil) - MinC	BRA/04/044-S127 - Fortalecimento da Gestão do Patrimônio Cultural de Angola
BRA/04/044-S126	Cooperação Sul-Sul	Concluído	Fortalecimento da Preservação da Memória e da Produção Audiovisuais de Angola	Ministério da Cultura (Brasil) - MinC	Fortalecimento da Preservação da Memória e da Produção Audiovisuais de Angola	 A produção cinematográfica e a preservação da memória audiovisual estão entre as prioridades do Ministério da Cultura de angola. Preservar a memória audiovisual e fortalecer a produção audiovisual são atividades fundamentais para o processo de redemocratização do país, que pretende fortalecer as instituições oficiais para possibilitar às novas gerações acesso à memória das culturas. Nesse contexto, a cooperação brasileira apoiou o desenvolvimento do setor de preservação,catalogação e difusão dos acervos filmicos, bem como o planejamento e difusão de culturas públicas e metodologias para o desenvolvimento da cadeia cultural audiovisual em Angola. Foram capacitados cerca de 60 profissionais angolanos nos setores de gestão, descarte, preservação, restauração, indexação e difusão dos acervos recuperados e na gestão, criação, técnica, produção, finalização e difusão de peças audiovisuais.	29/09/2008	30/06/2010	 Cultura	 Restauração	Ministério da Cultura (Brasil) - MinC	BRA/04/044-S126 - Fortalecimento da Preservação da Memória e da Produção Audiovisuais de Angola
BRA/04/043-A108	Cooperação Sul-Sul	Concluído	Missão Técnica Conjunta para países da América Central para Formulação de Projetos na Área de Segurança Pública no âmbito do Programa de Parceria Brasil-Japão (JBPP).	Polícia Militar do Estado de São Paulo - Divisão de Polícia Comunitária e Dh - PMESP	Missão Técnica Conjunta para países da América Central para Formulação de Projetos na Área de Segurança Pública no âmbito do Programa de Parceria Brasil-Japão (JBPP).	 Missão Técnica Conjunta para países da América Central para Formulação de Projetos na Área de Segurança Pública no âmbito do Programa de Parceria Brasil-Japão (JBPP).	30/09/2008	30/12/2008	 Segurança Pública	 Políticas Públicas	Polícia Militar do Estado de São Paulo - Divisão de Polícia Comunitária e Dh - PMESP	BRA/04/043-A108 - Missão Técnica Conjunta para países da América Central para Formulação de Projetos na Área de Segurança Pública no âmbito do Programa de Parceria Brasil-Japão (JBPP).
BRA/98/004- A073	Cooperação Sul-Sul	Concluído	XIII Curso Internacional sobre Doenças Tropicais - (JFY2008)	Universidade Federal de Pernambuco. - UFPE	XIII Curso Internacional sobre Doenças Tropicais - (JFY2008)		01/10/2008	20/12/2008	 Saúde	 Controle e Prevenção de Doenças	Universidade Federal de Pernambuco. - UFPE	BRA/98/004- A073 - XIII Curso Internacional sobre Doenças Tropicais - (JFY2008)
BRA/04/044-S138	Cooperação Prestada Trilateral	Concluído	Projeto Brasil -França de Capacitação de Técnicos Moçambicanos na Área de Agricultura de Conservação.	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	Projeto Brasil -França de Capacitação de Técnicos Moçambicanos na Área de Agricultura de Conservação.	 A iniciativa objetiva compartilhar a experiência brasileira e francesa em agricultura de conservação à especialistas em agricultura de Moçambique.	01/10/2008	30/09/2010	 Agricultura	 Agricultura Familiar	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	BRA/04/044-S138 - Projeto Brasil -França de Capacitação de Técnicos Moçambicanos na Área de Agricultura de Conservação.
BRA/98/004-A072	Cooperação Sul-Sul	Concluído	“Missão de detalhamento do projeto “Fortalecimento Institucional do Kenya Wildlife Service, do City Council of Nairobi Fire Brigade e do Kenya Airports Authority Fire and Rescue Services”.	Corpo de Bombeiros Militar do Estado do Rio de Janeiro - CBMERJ	“Missão de detalhamento do projeto “Fortalecimento Institucional do Kenya Wildlife Service, do City Council of Nairobi Fire Brigade e do Kenya Airports Authority Fire and Rescue Services”.		01/10/2008	30/11/2008	 Meio Ambiente	 Controle Ambiental	Corpo de Bombeiros Militar do Estado do Rio de Janeiro - CBMERJ	BRA/98/004-A072 - “Missão de detalhamento do projeto “Fortalecimento Institucional do Kenya Wildlife Service, do City Council of Nairobi Fire Brigade e do Kenya Airports Authority Fire and Rescue Services”.
BRA/04/043-S077	Cooperação Sul-Sul	Concluído	Intercâmbio de Conhecimentos Sobre a Implementação de Tecnologias Limpas na Produção de Gado na Colômbia.	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	Intercâmbio de Conhecimentos Sobre a Implementação de Tecnologias Limpas na Produção de Gado na Colômbia.	 Capacitar os recursos humanos colombianos no melhoramento da capacidade de produção de biofertilizantes com base em troncos nativos fixadores de nitrogênio.	01/10/2008	31/12/2010	 Agricultura	 Pesquisa	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	BRA/04/043-S077 - Intercâmbio de Conhecimentos Sobre a Implementação de Tecnologias Limpas na Produção de Gado na Colômbia.
BRA/04/043-S079	Cooperação Sul-Sul	Concluído	Fortalecimento do Ensino Técnico na Área de Mineração	Centro Federal de Educação Tecnológica - CEFET || Centro Federal de Educação Tecnológica de Ouro Preto - CEFET-OP - CEFET-OP || Centro Federal de Educação Tecnológica de Pelotas - RS - CEFET-RS || Secretaria de Educação Profissional e Tecnológica do Ministério da Educação - SETEC/MEC	Fortalecimento do Ensino Técnico na Área de Mineração	 Contribuir para aumentar o desenvolvimento econômico-social do setor de mineração no Uruguai.	03/10/2008	31/08/2009	 Educação	 Formação Profissional	Centro Federal de Educação Tecnológica - CEFET || Centro Federal de Educação Tecnológica de Ouro Preto - CEFET-OP - CEFET-OP || Centro Federal de Educação Tecnológica de Pelotas - RS - CEFET-RS || Secretaria de Educação Profissional e Tecnológica do Ministério da Educação - SETEC/MEC	BRA/04/043-S079 - Fortalecimento do Ensino Técnico na Área de Mineração
BRA/04/044-A258	Cooperação Sul-Sul	Concluído	Participação Técnica em Curso de Gestão Integrada de Prevenção e Controle da Dengue	Ministério da Saúde (Brasil) - MS	Participação Técnica em Curso de Gestão Integrada de Prevenção e Controle da Dengue	 A atividade Isolada tem por objetivo melhorar a qualidade das atividades de prevenção e controle da dengue desenvolvidas no Brasil e em países da América Latina e reduzir o número de casos e óbitos por dengue, po rmeio  de capacitação em curso.	04/10/2008	04/11/2008	 Saúde	 Controle e Prevenção de Doenças	Ministério da Saúde (Brasil) - MS	BRA/04/044-A258 - Participação Técnica em Curso de Gestão Integrada de Prevenção e Controle da Dengue
BRA/98/004-A071	Cooperação Sul-Sul	Concluído	Participação dos países latino-americanos de língua espanhola no “Encontro MERCOSUL de Educação Ambiental”	Ministério da Educação - MEC	Participação dos países latino-americanos de língua espanhola no “Encontro MERCOSUL de Educação Ambiental”		04/10/2008	21/11/2008	 Educação	 Educação Especial	Ministério da Educação - MEC	BRA/98/004-A071 - Participação dos países latino-americanos de língua espanhola no “Encontro MERCOSUL de Educação Ambiental”
BRA/04/044-A261	Cooperação Sul-Sul	Concluído	Missão de Especialistas Brasileiros para Detalhamento de Novos Projetos de Cooperação Técnica.	Associação Brasileira de Empresas de Tecnologia da Informação e Comunicação (Bra - BRASSCOM || Departamento da Polícia Federal - DPF/MJ || Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA || Ministério da Fazenda - MFAZ || Serviço de Processamento de Dados - SERPRO || Serviço Social da Indústria - SESI	Missão de Especialistas Brasileiros para Detalhamento de Novos Projetos de Cooperação Técnica.	 Missão de Especialistas Brasileiros para Detalhamento de Novos Projetos de Cooperação Técnica.	08/10/2008	08/12/2008	 Agricultura	 Pesquisa	Associação Brasileira de Empresas de Tecnologia da Informação e Comunicação (Bra - BRASSCOM || Departamento da Polícia Federal - DPF/MJ || Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA || Ministério da Fazenda - MFAZ || Serviço de Processamento de Dados - SERPRO || Serviço Social da Indústria - SESI	BRA/04/044-A261 - Missão de Especialistas Brasileiros para Detalhamento de Novos Projetos de Cooperação Técnica.
BRA/04/043-A109	Cooperação Sul-Sul	Concluído	Treinamento de Militares Sul-Americanos no Âmbito da Defesa - Estágio de Desminagem para Oficiais	Exército Brasileiro - EXBR	Treinamento de Militares Sul-Americanos no Âmbito da Defesa - Estágio de Desminagem para Oficiais	 Estimular o intercâmbio do conhecimento militar sul-americano, oferecendo a oficiais e suboficiais dos exércitos da Argentina, Bolívia, Chile, Colômbia, Equador, Guiana, Paraguai, Peru, Suriname, Uruguai cursos de treinamento em matéria de defesa militar.	09/10/2008	09/12/2008	 Defesa	 Treinamento Militar	Exército Brasileiro - EXBR	BRA/04/043-A109 - Treinamento de Militares Sul-Americanos no Âmbito da Defesa - Estágio de Desminagem para Oficiais
BRA/04/043-A110	Cooperação Sul-Sul	Concluído	Treinamento de Militares Sul-Americanos no Âmbito da Defesa - Estágio Básico de Combatente de Montanha.	Exército Brasileiro - EXBR	Treinamento de Militares Sul-Americanos no Âmbito da Defesa - Estágio Básico de Combatente de Montanha.	 Estimular o intercâmbio do conhecimento militar sul-americano, oferecendo a oficiais e suboficiais dos exércitos da Argentina, Bolívia, Chile, Colômbia, Equador, Guiana, Paraguai, Peru, Suriname e Uruguai, cursos de treinamento em matéria de defesa militar.	10/10/2008	10/12/2008	 Defesa	 Treinamento Militar	Exército Brasileiro - EXBR	BRA/04/043-A110 - Treinamento de Militares Sul-Americanos no Âmbito da Defesa - Estágio Básico de Combatente de Montanha.
BRA/04/043-A111	Cooperação Sul-Sul	Concluído	Treinamento de Militares Sul-Americanos no Âmbito da Defesa  (Estágio Básico de Combatente de Montanha)	Exército Brasileiro - EXBR	Treinamento de Militares Sul-Americanos no Âmbito da Defesa  (Estágio Básico de Combatente de Montanha)	 A capacitação tem como objetivo estimular o intercâmbio do conhecimento militar sul-americano, oferecendo a oficiais e suboficiais dos exércitos da Argentina, Bolívia, Chile, Colômbia, Equador, Guiana, Paraguai, Peru, Suriname, Uruguai cursos de treinamento em matéria de defesa militar.	10/10/2008	10/12/2008	 Defesa	 Treinamento Militar	Exército Brasileiro - EXBR	BRA/04/043-A111 - Treinamento de Militares Sul-Americanos no Âmbito da Defesa  (Estágio Básico de Combatente de Montanha)
BRA/04/044-A260	Cooperação Sul-Sul	Concluído	Curso em tecnologia de produção de sementes orgânicas  de hortaliças com a  participação de técnicos da Nicarágua e do Haiti	Coordenação-Geral de Ações Internacionais de Combate à Fome - CGFOME	Curso em tecnologia de produção de sementes orgânicas  de hortaliças com a  participação de técnicos da Nicarágua e do Haiti	 Desenvolver e ampliar os respectivos Programas de Cooperação Técnica entre o Brasil e o Haiti e o Brasil e a Nicarágua.	10/10/2008	10/04/2009	 Agricultura	 Horticultura	Coordenação-Geral de Ações Internacionais de Combate à Fome - CGFOME	BRA/04/044-A260 - Curso em tecnologia de produção de sementes orgânicas  de hortaliças com a  participação de técnicos da Nicarágua e do Haiti
BRA/04/043-A112	Cooperação Sul-Sul	Concluído	Missão para Negociação e Elaboração de Projetos de Cooperação Técnica na Área de Saúde	Ministério da Saúde (Brasil) - MS	Missão para Negociação e Elaboração de Projetos de Cooperação Técnica na Área de Saúde		13/10/2008	13/11/2008	 Saúde	 Epidemiologia	Ministério da Saúde (Brasil) - MS	BRA/04/043-A112 - Missão para Negociação e Elaboração de Projetos de Cooperação Técnica na Área de Saúde
BRA/04/044-A259	Cooperação Sul-Sul	Concluído	Missão de Diagnóstico para Apoio à Implementação de Programa Nacional de Alimentação Escolar no Suriname	Coordenação-Geral do Programa Nacional de Alimentação Escolar - CGPAE || Fundo Nacional de Desenvolvimento da Educação - FNDE	Missão de Diagnóstico para Apoio à Implementação de Programa Nacional de Alimentação Escolar no Suriname	 Elaborar diagnóstico da situação alimentar e nutricional dos estudantes surinameses com vistas à preparação de projeto de cooperação técnica para implementação de programa de alimentação escolar naquele país.	13/10/2008	13/12/2008	 Educação	 Merenda Escolar	Coordenação-Geral do Programa Nacional de Alimentação Escolar - CGPAE || Fundo Nacional de Desenvolvimento da Educação - FNDE	BRA/04/044-A259 - Missão de Diagnóstico para Apoio à Implementação de Programa Nacional de Alimentação Escolar no Suriname
BRA/98/004-A070	Cooperação Sul-Sul	Concluído	Missão de especialistas brasileiros para elaboração do projeto de implementação de um centro de formação profissional em Moçambique.	Serviço Nacional de Aprendizagem Industrial da Bahia - SENAI/BA	Missão de especialistas brasileiros para elaboração do projeto de implementação de um centro de formação profissional em Moçambique.		15/10/2008	30/11/2008	 Educação	 Formação Profissional	Serviço Nacional de Aprendizagem Industrial da Bahia - SENAI/BA	BRA/98/004-A070 - Missão de especialistas brasileiros para elaboração do projeto de implementação de um centro de formação profissional em Moçambique.
BRA/04/044-S130	Cooperação Sul-Sul	Concluído	Programa de Educação Alimentar e Nutricional COZINHA BRASIL-MOÇAMBIQUE	Serviço Social da Indústria (Nacional) - SESI	Programa de Educação Alimentar e Nutricional COZINHA BRASIL-MOÇAMBIQUE	 Visa à melhoria dos níveis de saúde e qualidade de vida da população moçambicana, prioritariamente de baixa renda, por meio de orientação didático-pedagógica para a produção de alimentos de alto valor nutricional e baixo custo. Com o projeto foi possível implementar 2 unidades móveis (cozinha escola) totalmente equipadas para o desenvolvimento dos cursos e treinamento em Moçambique.	15/10/2008	30/04/2012	 Desenvolvimento Social	 Segurança alimentar	Serviço Social da Indústria (Nacional) - SESI	BRA/04/044-S130 - Programa de Educação Alimentar e Nutricional COZINHA BRASIL-MOÇAMBIQUE
BRA/98/004-A076	Cooperação Sul-Sul	Concluído	Capacitação na modalidade vôlei para promover a inclusão social no Benin.	Confederação Brasileira de Vôlei – ONG “Escola de Vôlei do Betinho” - CBV	Capacitação na modalidade vôlei para promover a inclusão social no Benin.		15/10/2008	15/12/2008	 Esporte	 Educação de Crianças e Adolescentes	Confederação Brasileira de Vôlei – ONG “Escola de Vôlei do Betinho” - CBV	BRA/98/004-A076  - Capacitação na modalidade vôlei para promover a inclusão social no Benin.
BRA/98/004-A077	Cooperação Sul-Sul	Concluído	Intercâmbio de Experiências na Área Cultural em Brasília	Cinevídeo Produções - CP	Intercâmbio de Experiências na Área Cultural em Brasília		16/10/2008	16/12/2008	 Cultura	 Artesanato	Cinevídeo Produções - CP	BRA/98/004-A077 - Intercâmbio de Experiências na Área Cultural em Brasília
BRA/04/044-A266	Cooperação Sul-Sul	Concluído	Missão Conjunta Ítalo-Brasileira a Moçambique para elaboração de Projeto de Urbanização Integrada de Favelas.	Caixa Econômica Federal - CAIXA || Ministério das Cidades - MC	Missão Conjunta Ítalo-Brasileira a Moçambique para elaboração de Projeto de Urbanização Integrada de Favelas.		17/10/2008	17/02/2009	 Cidades	 Urbanismo	Caixa Econômica Federal - CAIXA || Ministério das Cidades - MC	BRA/04/044-A266 - Missão Conjunta Ítalo-Brasileira a Moçambique para elaboração de Projeto de Urbanização Integrada de Favelas.
BRA/04/044-S136	Cooperação Sul-Sul	Concluído	Fortalecimento Institucional do Órgão Regulador de Medicamentos de Moçambique como agente regulador do setor farmacêutico.	Agência Nacional de Vigilância Sanitária - ANVISA	Fortalecimento Institucional do Órgão Regulador de Medicamentos de Moçambique como agente regulador do setor farmacêutico.	 O Ministério da saúde de Moçambique, diante da implantação da fábrica de anti-retrovirais, pretende elaborar para a área farmacêutica um arcabouço jurídico eficaz para regular o mercado público e privado de medicamentos, vacinas e outros produtos biológicos, atendendo recomendação da oMs. Para tanto está sendo criado, com apoio do Brasil, um órgão regulador de medicamentos dotado de capacidade técnica e financeira, de modo a assegurar a disponibilidade de produtos seguros, de boa qualidade e a preços acessíveis para toda a população.   O Governo moçambicano será capacitado em técnicas de promoção e proteção da saúde da população, por intermédio do controle sanitário da produção e da comercialização de produtos e serviços submetidos à vigilância sanitária, inclusive dos ambientes, dos processos, dos insumos e das tecnologias a eles relacionados. visa também, fortalecer institucionalmente o órgão regulador de medicamentos de Moçambique como agente regulador do setor, capacitando recursos humanos e compartilhando informações e experiências.	17/10/2008	29/02/2012	 Saúde	 Medicamentos	Agência Nacional de Vigilância Sanitária - ANVISA	BRA/04/044-S136 - Fortalecimento Institucional do Órgão Regulador de Medicamentos de Moçambique como agente regulador do setor farmacêutico.
BRA/98/004-A078	Cooperação Sul-Sul	Concluído	Missão de estudos sobre a ABC.		Missão de estudos sobre a ABC.		20/10/2008	20/11/2008	 Administração Pública	 Gestão de Cooperação Técnica		BRA/98/004-A078 - Missão de estudos sobre a ABC.
BRA/04/043-S065	Cooperação Sul-Sul	Concluído	Fortalecimento da Educação Técnica e Profissional do Paraguai	Ministério da Educação - MEC	Fortalecimento da Educação Técnica e Profissional do Paraguai	 Contribuir para o fortalecimento da educação profissional e tecnológica do Paraguai com vistas a aprimorar a qualidade da oferta formativa e ampliar a mobilidade de jovens e adultos no mundo do trabalho.	23/10/2008	31/08/2009	 Educação	 Formação Profissional	Ministério da Educação - MEC	BRA/04/043-S065 - Fortalecimento da Educação Técnica e Profissional do Paraguai
BRA/98/004-A075	Cooperação Sul-Sul	Concluído	Capacitação para Implementação da Base Cartográfica Censitária de Censo Demográfico de Cabo Verde.	Instituto Brasileiro de Geografia e Estatística (Brasil) - IBGE	Capacitação para Implementação da Base Cartográfica Censitária de Censo Demográfico de Cabo Verde.		25/10/2008	25/11/2008	 Planejamento	 Estatísticas Gerais	Instituto Brasileiro de Geografia e Estatística (Brasil) - IBGE	BRA/98/004-A075 - Capacitação para Implementação da Base Cartográfica Censitária de Censo Demográfico de Cabo Verde.
BRA/04/043-A114	Cooperação Sul-Sul	Concluído	Reunião Técnica de Coordenação da Presença do Brasil no Haiti		Reunião Técnica de Coordenação da Presença do Brasil no Haiti		28/10/2008	01/11/2008	 Agricultura	 Agricultura Familiar		BRA/04/043-A114 - Reunião Técnica de Coordenação da Presença do Brasil no Haiti
BRA/04/044-A267	Cooperação Sul-Sul	Concluído	Capacitação Técnica em Procedimentos Cirúrgicos Cardíacos Pediátricos - 5ª missão.	Instituto Nacional de Cardiologia Laranjeiras - INCL	Capacitação Técnica em Procedimentos Cirúrgicos Cardíacos Pediátricos - 5ª missão.	 O projeto visa a capacitação de profissionais argelinos da área da saúde em cirurgias cardíacas pediátricas e em seus procedimentos pré e pós-operatórios, por meio de treinamento prático durante realização de procedimentos cirúrgicos.	28/10/2008	31/12/2008	 Saúde	 Cardiologia	Instituto Nacional de Cardiologia Laranjeiras - INCL	BRA/04/044-A267 - Capacitação Técnica em Procedimentos Cirúrgicos Cardíacos Pediátricos - 5ª missão.
BRA/04/044-A269	Cooperação Sul-Sul	Concluído	Missão de Especialistas Brasileiros para detalhamento de novos projetos de cooperação técnica.	Serviço Nacional de aprendizagem Industrial (Brasil) - SENAI || Serviço Social da Indústria (Nacional) - SESI	Missão de Especialistas Brasileiros para detalhamento de novos projetos de cooperação técnica.		28/10/2008	28/12/2008	 Educação	 Formação Profissional	Serviço Nacional de aprendizagem Industrial (Brasil) - SENAI || Serviço Social da Indústria (Nacional) - SESI	BRA/04/044-A269 - Missão de Especialistas Brasileiros para detalhamento de novos projetos de cooperação técnica.
BRA/04/044-A270	Cooperação Sul-Sul	Concluído	Missão para Planejamento do Censo Demográfico de 2010 e Desenvolvimento e Detalhamento de Projetos de Cooperação Técnica na Área Demográfica em Angola.	Instituto Brasileiro de Geografia e Estatística (Brasil) - IBGE	Missão para Planejamento do Censo Demográfico de 2010 e Desenvolvimento e Detalhamento de Projetos de Cooperação Técnica na Área Demográfica em Angola.	 Consolidar o levantamento das informações necessárias ao planejamento das atividades do projeto de cooperação técnica que objetivará o fortalecimento do Instituto de Estística de Angola (INE), tornando-o cada vez mais capaz de desenvolver o seu papel de Coordenador e Órgão Central Estatístico Nacional, capacitando-o para o desenvolvimento do Censo Demográfico de 2010.	31/10/2008	31/03/2009	 Planejamento	 Estatísticas Gerais	Instituto Brasileiro de Geografia e Estatística (Brasil) - IBGE	BRA/04/044-A270 - Missão para Planejamento do Censo Demográfico de 2010 e Desenvolvimento e Detalhamento de Projetos de Cooperação Técnica na Área Demográfica em Angola.
BRA/04/043-S067	Cooperação Sul-Sul	Em execução	Vigilância Epidemiológica e Ambiental em Saúde	Ministério da Saúde (Brasil) - MS	Vigilância Epidemiológica e Ambiental em Saúde	 O projeto visa apoiar o fortalecimento do Ministério da Saúde do Panamá nos programas de capacitação voltados para a vigilância epidemiológica e ambiental.	01/11/2008	31/12/2014	 Saúde	 Epidemiologia	Ministério da Saúde (Brasil) - MS	BRA/04/043-S067 - Vigilância Epidemiológica e Ambiental em Saúde
BRA/04/043-S066	Cooperação Sul-Sul	Concluído	Fortalecimento do Programa de Combate à Hantavirose.		Fortalecimento do Programa de Combate à Hantavirose.	 O principal objetivo do projeto é apoiar o fortalecimento institucional do Ministério da Saúde Pública do Panamá no programa de combate à hantavirose.	01/11/2008	30/08/2009	 Saúde	 Controle e Prevenção de Doenças		BRA/04/043-S066 - Fortalecimento do Programa de Combate à Hantavirose.
CAN/TRI/008/01	Cooperação Prestada Trilateral	Concluído	Projeto Trilateral VidaViva Moçambique	Projeto VidaViva Brasil - VIDAVIVA	Projeto Trilateral VidaViva Moçambique	  .	01/11/2008	31/03/2011	 Trabalho e Emprego	 Relações de Trabalho	Projeto VidaViva Brasil - VIDAVIVA	CAN/TRI/008/01 - Projeto Trilateral VidaViva Moçambique
BRA/04/044-S125	Cooperação Sul-Sul	Concluído	Intercâmbio de Experiências e Conhecimentos sobre Educação Escolar Indígena	Secretaria de Educação Continuada, Alfabetização, Diversidade e Inclusão - SECADI/MEC	Intercâmbio de Experiências e Conhecimentos sobre Educação Escolar Indígena	 Intercâmbio de Experiências e Conhecimentos sobre Educação Escolar Indígena	01/11/2008	31/08/2009	 Educação	 Educação não Formal	Secretaria de Educação Continuada, Alfabetização, Diversidade e Inclusão - SECADI/MEC	BRA/04/044-S125 - Intercâmbio de Experiências e Conhecimentos sobre Educação Escolar Indígena
BRA/04/043-A115	Cooperação Sul-Sul	Concluído	Missão de detalhamento de projetos do Grupo Executivo de Cooperação	Brasil - BRA	Missão de detalhamento de projetos do Grupo Executivo de Cooperação	" Atividade realizada em dezembro de 2008 com o objetivo de detalhar projetos de cooperação nas áreas de fortalecimento institucional e inclusão social com representantes do CONAB, SEAP, PNUD e FNDE.  Durante a visita do Presidente Luis Inácio Lula da Silva ao Timor-Leste, em 11 de julho de 2008, foi constituído o Grupo Executivo de Cooperação Brasil-Timor-Leste. Essa iniciativa respondeu à prioridade política atribuída pelo Brasil às relações com Timor-Leste, única nação da Ásia e Oceania a ter o Português como idioma oficial e pela qual o Governo e o Povo brasileiros nutrem profundo sentimento de solidariedade.  A partir dos subsídios gerados pela missão precursora realizada em agosto de 2008, foi elaborada matriz de possíveis projetos, agregados em cinco eixos principais: - ""fortalecimento institucional"": pilares institucionais essenciais à formação do Estado timorense e à consecução de suas metas de desenvolvimento; - ""inclusão social"": atividades indutoras da geração de renda e do fortalecimento da cadeia de segurança alimentar; - ""apoio a pequenas empresas"": iniciativas voltadas ao fortalecimento das micro e pequenas empresas e de estímulo ao empreendedorismo; - ""infraestrutura""; e - "" energia"": avaliação de oportunidades de cooperação nas áreas de hidrocarbonetos.  Nesse contexto, a segunda missão ao Timor-Leste teve por objetivo detalhar os novos projetos de cooperação. A missão resultou em projetos em agricultura familiar e merenda escolar."	03/11/2008	03/03/2009	 Agricultura	 Horticultura	Brasil - BRA	BRA/04/043-A115 - Missão de detalhamento de projetos do Grupo Executivo de Cooperação
BRA/04/043-A116	Cooperação Sul-Sul	Concluído	Apoio à revitalização do Viaduto Sidi-Rached de Constantine – peritagem das estruturas e fundações da obra.	Instituto de Pesquisa Tecnológica - IPT	Apoio à revitalização do Viaduto Sidi-Rached de Constantine – peritagem das estruturas e fundações da obra.	 Técnicos do instituto de Pesquisa tecnológica de são Paulo realizaram em outubro de 2009, uma missão para análise das estruturas e fundações da obra, a qual originou um relatório técnico para manutenção e restauração da estrutura do viaduto. A atividade foi concluída em dezembro de 2009, com a apresentação do relatório para uma delegação de técnicos argelinos, realizada por ocasião de visita à sede do iPt em são Paulo.	04/11/2008	15/01/2009	 Cidades	 Urbanismo	Instituto de Pesquisa Tecnológica - IPT	BRA/04/043-A116 - Apoio à revitalização do Viaduto Sidi-Rached de Constantine – peritagem das estruturas e fundações da obra.
BRA/98/004-A083	Cooperação Sul-Sul	Concluído	Missão de Estudos sobre o Sistema Único de Saúde para Países de Língua Portuguesa.	Ministério da Saúde (Brasil) - MS	Missão de Estudos sobre o Sistema Único de Saúde para Países de Língua Portuguesa.	 Ministrar curso sobre o Sistema Único de Saúde brasileiro para Angola, Cabo Verde, Guiné Bissau, Moçambique, São Tomé e Príncipe e Timor Leste com vistas a proporcionar um intercâmbio de modelos de políticas públicas para a saúde com esses países.	04/11/2008	30/12/2008	 Saúde	 SUS	Ministério da Saúde (Brasil) - MS	BRA/98/004-A083 - Missão de Estudos sobre o Sistema Único de Saúde para Países de Língua Portuguesa.
BRA/04/044-S132	Cooperação Sul-Sul	Concluído	Apoio ao Desenvolvimento da Produção de Artesanato em São Tomé e Príncipe	Instituto Lummen - Brasília	Apoio ao Desenvolvimento da Produção de Artesanato em São Tomé e Príncipe	 O projeto consiste em apoiar o desenvolvimento do artesanato em São Tomé e Príncipe, por meio da organização de grupos de artesãos, levando em consideração as peculiaridades e  vocações de cada grupo de trabalho.  Na primeira fase do projeto foram capacitados 143 artesãos para a produção de um artesanato de tradição e raízes culturais, que tenham valor e competitividade no mercado. Os produtos gerados pela comunidade são indicadores de suas raízes e parte da identidade de São Tomé e Príncipe. Nos mercados globalizados, por vezes, esta produção não tem mais espaço e nem voz de atuação, tendo sido desconsiderada ao longo do tempo e muitas vezes tratada como produto menor.  Dar um novo sentido a estas práticas, sem a perda das raízes locais e das matérias primas originais, consiste no desafio desse projeto que busca proporcionar uma fonte de renda para a comunidade, tendo como principal produto o artesanato de tradição. No momento, o Brasil negocia a assinatura da segunda e terceira fase, as quais têm por objetivo aprimorar os conhecimentos na área de produção e inserir capacitação em gestão, mercado, comunicação e prevenção para preservação do meio ambiente. Designers e artesãos brasileiros participarão como instrutores e consultores nas capacitações e ações de divulgação do artesanato santomense. Serão realizadas feiras e exposições internacionais para apresentação, divulgação e venda dos produtos artesanais desenvolvidos por meio do projeto.	05/11/2008	31/08/2009	 Educação	 Formação Profissional	Instituto Lummen - Brasília	BRA/04/044-S132 - Apoio ao Desenvolvimento da Produção de Artesanato em São Tomé e Príncipe
BRA/04/043-S072	Cooperação Sul-Sul	Concluído	Capacitação técnica em Sistemas de Produção de Ovinos e Caprinos	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	Capacitação técnica em Sistemas de Produção de Ovinos e Caprinos	 O projeto visa desenvolver e incrementar, através de capacitação técnica, as cadeias de ovinos e caprinos da Colômbia.	07/11/2008	31/08/2009	 Pecuária	 Caprinocultura	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	BRA/04/043-S072 - Capacitação técnica em Sistemas de Produção de Ovinos e Caprinos
