jornal	pagina	data	url	pdf_name	txt_name
1	51	2007-02-12	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=51&data=12/02/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=51&data=12%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=51&data=12%2F02%2F2007&captchafield=firistAccess.txt
1	52	2007-02-09	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=52&data=09/02/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=52&data=09%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=52&data=09%2F02%2F2007&captchafield=firistAccess.txt
1	53	2007-02-09	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=53&data=09/02/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=53&data=09%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=53&data=09%2F02%2F2007&captchafield=firistAccess.txt
1	67	2007-02-07	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=67&data=07/02/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=67&data=07%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=67&data=07%2F02%2F2007&captchafield=firistAccess.txt
1	68	2007-02-07	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=68&data=07/02/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=68&data=07%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=68&data=07%2F02%2F2007&captchafield=firistAccess.txt
1	69	2007-02-07	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=69&data=07/02/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=69&data=07%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=69&data=07%2F02%2F2007&captchafield=firistAccess.txt
2	2	2007-02-12	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=2&data=12/02/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=2&data=12%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=2&data=12%2F02%2F2007&captchafield=firistAccess.txt
2	30	2007-01-24	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=30&data=24/01/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=30&data=24%2F01%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=30&data=24%2F01%2F2007&captchafield=firistAccess.txt
3	11	2007-01-08	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=11&data=08/01/2007&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=11&data=08%2F01%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=11&data=08%2F01%2F2007&captchafield=firistAccess.txt
3	97	2007-01-18	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=97&data=18/01/2007&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=97&data=18%2F01%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=97&data=18%2F01%2F2007&captchafield=firistAccess.txt
1	74	2007-09-03	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=74&data=03/09/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=74&data=03%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=74&data=03%2F09%2F2007&captchafield=firistAccess.txt
1	75	2007-09-03	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=75&data=03/09/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=75&data=03%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=75&data=03%2F09%2F2007&captchafield=firistAccess.txt
1	76	2007-09-03	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=76&data=03/09/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=76&data=03%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=76&data=03%2F09%2F2007&captchafield=firistAccess.txt
1	77	2007-09-03	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=77&data=03/09/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=77&data=03%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=77&data=03%2F09%2F2007&captchafield=firistAccess.txt
1	78	2007-09-03	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=78&data=03/09/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=78&data=03%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=78&data=03%2F09%2F2007&captchafield=firistAccess.txt
2	53	2007-09-06	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=53&data=06/09/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=53&data=06%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=53&data=06%2F09%2F2007&captchafield=firistAccess.txt
3	10	2007-09-04	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=10&data=04/09/2007&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=10&data=04%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=10&data=04%2F09%2F2007&captchafield=firistAccess.txt
3	7	2007-09-05	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=7&data=05/09/2007&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=7&data=05%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=7&data=05%2F09%2F2007&captchafield=firistAccess.txt
3	8	2007-09-05	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=8&data=05/09/2007&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=8&data=05%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=8&data=05%2F09%2F2007&captchafield=firistAccess.txt
3	9	2007-09-06	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=9&data=06/09/2007&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=9&data=06%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=9&data=06%2F09%2F2007&captchafield=firistAccess.txt
1	105	2007-07-16	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=105&data=16/07/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=105&data=16%2F07%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=105&data=16%2F07%2F2007&captchafield=firistAccess.txt
1	38	2007-06-15	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=38&data=15/06/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=38&data=15%2F06%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=38&data=15%2F06%2F2007&captchafield=firistAccess.txt
1	67	2007-07-06	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=67&data=06/07/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=67&data=06%2F07%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=67&data=06%2F07%2F2007&captchafield=firistAccess.txt
1	84	2007-06-20	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=84&data=20/06/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=84&data=20%2F06%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=84&data=20%2F06%2F2007&captchafield=firistAccess.txt
1	85	2007-06-20	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=85&data=20/06/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=85&data=20%2F06%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=85&data=20%2F06%2F2007&captchafield=firistAccess.txt
2	16	2007-06-26	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=16&data=26/06/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=16&data=26%2F06%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=16&data=26%2F06%2F2007&captchafield=firistAccess.txt
2	25	2007-07-18	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=25&data=18/07/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=25&data=18%2F07%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=25&data=18%2F07%2F2007&captchafield=firistAccess.txt
3	117	2007-07-09	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=117&data=09/07/2007&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=117&data=09%2F07%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=117&data=09%2F07%2F2007&captchafield=firistAccess.txt
3	1	2007-07-12	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=1&data=12/07/2007&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=1&data=12%2F07%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=1&data=12%2F07%2F2007&captchafield=firistAccess.txt
3	65	2007-07-04	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=65&data=04/07/2007&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=65&data=04%2F07%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=65&data=04%2F07%2F2007&captchafield=firistAccess.txt
1	38	2007-08-16	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=38&data=16/08/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=38&data=16%2F08%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=38&data=16%2F08%2F2007&captchafield=firistAccess.txt
1	39	2007-08-16	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=39&data=16/08/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=39&data=16%2F08%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=39&data=16%2F08%2F2007&captchafield=firistAccess.txt
1	66	2007-08-17	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=66&data=17/08/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=66&data=17%2F08%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=66&data=17%2F08%2F2007&captchafield=firistAccess.txt
1	67	2007-08-17	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=67&data=17/08/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=67&data=17%2F08%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=67&data=17%2F08%2F2007&captchafield=firistAccess.txt
2	14	2007-07-30	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=14&data=30/07/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=14&data=30%2F07%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=14&data=30%2F07%2F2007&captchafield=firistAccess.txt
2	17	2007-08-21	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=17&data=21/08/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=17&data=21%2F08%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=17&data=21%2F08%2F2007&captchafield=firistAccess.txt
2	3	2007-08-01	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=3&data=01/08/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=3&data=01%2F08%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=3&data=01%2F08%2F2007&captchafield=firistAccess.txt
2	7	2007-07-26	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=7&data=26/07/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=7&data=26%2F07%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=7&data=26%2F07%2F2007&captchafield=firistAccess.txt
3	62	2007-07-31	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=62&data=31/07/2007&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=62&data=31%2F07%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=62&data=31%2F07%2F2007&captchafield=firistAccess.txt
3	9	2007-07-20	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=9&data=20/07/2007&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=9&data=20%2F07%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=9&data=20%2F07%2F2007&captchafield=firistAccess.txt
1	46	2007-02-05	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=46&data=05/02/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=46&data=05%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=46&data=05%2F02%2F2007&captchafield=firistAccess.txt
1	71	2007-02-01	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=71&data=01/02/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=71&data=01%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=71&data=01%2F02%2F2007&captchafield=firistAccess.txt
1	71	2007-02-02	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=71&data=02/02/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=71&data=02%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=71&data=02%2F02%2F2007&captchafield=firistAccess.txt
1	71	2007-01-25	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=71&data=25/01/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=71&data=25%2F01%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=71&data=25%2F01%2F2007&captchafield=firistAccess.txt
1	72	2007-02-01	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=72&data=01/02/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=72&data=01%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=72&data=01%2F02%2F2007&captchafield=firistAccess.txt
1	72	2007-02-02	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=72&data=02/02/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=72&data=02%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=72&data=02%2F02%2F2007&captchafield=firistAccess.txt
1	72	2007-01-25	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=72&data=25/01/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=72&data=25%2F01%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=72&data=25%2F01%2F2007&captchafield=firistAccess.txt
2	19	2007-02-02	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=19&data=02/02/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=19&data=02%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=19&data=02%2F02%2F2007&captchafield=firistAccess.txt
2	21	2007-01-30	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=21&data=30/01/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=21&data=30%2F01%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=21&data=30%2F01%2F2007&captchafield=firistAccess.txt
2	31	2007-02-01	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=31&data=01/02/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=31&data=01%2F02%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=31&data=01%2F02%2F2007&captchafield=firistAccess.txt
1	29	2007-09-10	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=29&data=10/09/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=29&data=10%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=29&data=10%2F09%2F2007&captchafield=firistAccess.txt
1	30	2007-09-10	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=30&data=10/09/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=30&data=10%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=30&data=10%2F09%2F2007&captchafield=firistAccess.txt
1	31	2007-09-10	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=31&data=10/09/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=31&data=10%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=31&data=10%2F09%2F2007&captchafield=firistAccess.txt
1	46	2007-09-24	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=46&data=24/09/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=46&data=24%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=46&data=24%2F09%2F2007&captchafield=firistAccess.txt
1	47	2007-09-24	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=47&data=24/09/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=47&data=24%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=47&data=24%2F09%2F2007&captchafield=firistAccess.txt
2	16	2007-09-20	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=16&data=20/09/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=16&data=20%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=16&data=20%2F09%2F2007&captchafield=firistAccess.txt
2	24	2007-09-11	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=24&data=11/09/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=24&data=11%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=24&data=11%2F09%2F2007&captchafield=firistAccess.txt
2	3	2007-09-24	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=3&data=24/09/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=3&data=24%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=3&data=24%2F09%2F2007&captchafield=firistAccess.txt
2	4	2007-09-11	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=4&data=11/09/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=4&data=11%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=4&data=11%2F09%2F2007&captchafield=firistAccess.txt
2	4	2007-09-19	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=4&data=19/09/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=4&data=19%2F09%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=4&data=19%2F09%2F2007&captchafield=firistAccess.txt
1	146	2007-12-28	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=146&data=28/12/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=146&data=28%2F12%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=146&data=28%2F12%2F2007&captchafield=firistAccess.txt
1	147	2007-12-28	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=147&data=28/12/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=147&data=28%2F12%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=147&data=28%2F12%2F2007&captchafield=firistAccess.txt
1	83	2007-12-31	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=83&data=31/12/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=83&data=31%2F12%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=83&data=31%2F12%2F2007&captchafield=firistAccess.txt
1	84	2007-12-31	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=84&data=31/12/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=84&data=31%2F12%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=84&data=31%2F12%2F2007&captchafield=firistAccess.txt
1	85	2007-12-31	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=85&data=31/12/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=85&data=31%2F12%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=85&data=31%2F12%2F2007&captchafield=firistAccess.txt
1	87	2007-12-31	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=87&data=31/12/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=87&data=31%2F12%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=87&data=31%2F12%2F2007&captchafield=firistAccess.txt
1	88	2007-12-31	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=88&data=31/12/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=88&data=31%2F12%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=88&data=31%2F12%2F2007&captchafield=firistAccess.txt
1	89	2007-12-31	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=89&data=31/12/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=89&data=31%2F12%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=89&data=31%2F12%2F2007&captchafield=firistAccess.txt
1	90	2007-12-31	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=90&data=31/12/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=90&data=31%2F12%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=90&data=31%2F12%2F2007&captchafield=firistAccess.txt
1	91	2007-12-31	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=91&data=31/12/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=91&data=31%2F12%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=91&data=31%2F12%2F2007&captchafield=firistAccess.txt
1	116	2007-03-30	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=116&data=30/03/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=116&data=30%2F03%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=116&data=30%2F03%2F2007&captchafield=firistAccess.txt
1	117	2007-03-30	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=117&data=30/03/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=117&data=30%2F03%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=117&data=30%2F03%2F2007&captchafield=firistAccess.txt
1	118	2007-03-30	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=118&data=30/03/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=118&data=30%2F03%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=118&data=30%2F03%2F2007&captchafield=firistAccess.txt
1	134	2007-03-27	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=134&data=27/03/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=134&data=27%2F03%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=134&data=27%2F03%2F2007&captchafield=firistAccess.txt
1	50	2007-04-11	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=50&data=11/04/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=50&data=11%2F04%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=50&data=11%2F04%2F2007&captchafield=firistAccess.txt
1	73	2007-04-02	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=73&data=02/04/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=73&data=02%2F04%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=73&data=02%2F04%2F2007&captchafield=firistAccess.txt
1	74	2007-04-02	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=74&data=02/04/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=74&data=02%2F04%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=74&data=02%2F04%2F2007&captchafield=firistAccess.txt
1	75	2007-04-02	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=75&data=02/04/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=75&data=02%2F04%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=75&data=02%2F04%2F2007&captchafield=firistAccess.txt
2	23	2007-04-10	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=23&data=10/04/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=23&data=10%2F04%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=23&data=10%2F04%2F2007&captchafield=firistAccess.txt
2	3	2007-03-30	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=3&data=30/03/2007&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=3&data=30%2F03%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=3&data=30%2F03%2F2007&captchafield=firistAccess.txt
1	159	2007-05-14	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=159&data=14/05/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=159&data=14%2F05%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=159&data=14%2F05%2F2007&captchafield=firistAccess.txt
1	23	2007-05-17	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=23&data=17/05/2007&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=23&data=17%2F05%2F2007&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=23&data=17%2F05%2F2007&captchafield=firistAccess.txt
