jornal	pagina	data	url	pdf_name	txt_name
3	9	2008-02-11	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=9&data=11/02/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=9&data=11%2F02%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=9&data=11%2F02%2F2008&captchafield=firistAccess.txt
1	108	2008-03-28	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=108&data=28/03/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=108&data=28%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=108&data=28%2F03%2F2008&captchafield=firistAccess.txt
2	30	2008-04-07	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=30&data=07/04/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=30&data=07%2F04%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=30&data=07%2F04%2F2008&captchafield=firistAccess.txt
2	6	2008-04-01	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=6&data=01/04/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=6&data=01%2F04%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=6&data=01%2F04%2F2008&captchafield=firistAccess.txt
2	7	2008-04-01	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=7&data=01/04/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=7&data=01%2F04%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=7&data=01%2F04%2F2008&captchafield=firistAccess.txt
2	8	2008-04-07	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=8&data=07/04/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=8&data=07%2F04%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=8&data=07%2F04%2F2008&captchafield=firistAccess.txt
3	10	2008-04-02	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=10&data=02/04/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=10&data=02%2F04%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=10&data=02%2F04%2F2008&captchafield=firistAccess.txt
3	124	2008-03-31	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=124&data=31/03/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=124&data=31%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=124&data=31%2F03%2F2008&captchafield=firistAccess.txt
3	125	2008-03-31	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=125&data=31/03/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=125&data=31%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=125&data=31%2F03%2F2008&captchafield=firistAccess.txt
3	76	2008-04-08	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=76&data=08/04/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=76&data=08%2F04%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=76&data=08%2F04%2F2008&captchafield=firistAccess.txt
3	9	2008-04-02	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=9&data=02/04/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=9&data=02%2F04%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=9&data=02%2F04%2F2008&captchafield=firistAccess.txt
1	109	2008-03-28	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=109&data=28/03/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=109&data=28%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=109&data=28%2F03%2F2008&captchafield=firistAccess.txt
1	110	2008-03-28	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=110&data=28/03/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=110&data=28%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=110&data=28%2F03%2F2008&captchafield=firistAccess.txt
1	111	2008-03-28	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=111&data=28/03/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=111&data=28%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=111&data=28%2F03%2F2008&captchafield=firistAccess.txt
1	57	2008-03-17	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=57&data=17/03/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=57&data=17%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=57&data=17%2F03%2F2008&captchafield=firistAccess.txt
1	58	2008-03-17	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=58&data=17/03/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=58&data=17%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=58&data=17%2F03%2F2008&captchafield=firistAccess.txt
1	59	2008-03-25	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=59&data=25/03/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=59&data=25%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=59&data=25%2F03%2F2008&captchafield=firistAccess.txt
1	60	2008-03-25	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=60&data=25/03/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=60&data=25%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=60&data=25%2F03%2F2008&captchafield=firistAccess.txt
2	23	2008-03-24	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=23&data=24/03/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=23&data=24%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=23&data=24%2F03%2F2008&captchafield=firistAccess.txt
2	25	2008-03-19	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=25&data=19/03/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=25&data=19%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=25&data=19%2F03%2F2008&captchafield=firistAccess.txt
2	33	2008-03-25	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=33&data=25/03/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=33&data=25%2F03%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=33&data=25%2F03%2F2008&captchafield=firistAccess.txt
1	198	2008-07-04	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=198&data=04/07/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=198&data=04%2F07%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=198&data=04%2F07%2F2008&captchafield=firistAccess.txt
1	54	2008-07-11	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=54&data=11/07/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=54&data=11%2F07%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=54&data=11%2F07%2F2008&captchafield=firistAccess.txt
1	55	2008-07-11	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=55&data=11/07/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=55&data=11%2F07%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=55&data=11%2F07%2F2008&captchafield=firistAccess.txt
1	56	2008-07-11	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=56&data=11/07/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=56&data=11%2F07%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=56&data=11%2F07%2F2008&captchafield=firistAccess.txt
2	3	2008-07-30	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=3&data=30/07/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=3&data=30%2F07%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=3&data=30%2F07%2F2008&captchafield=firistAccess.txt
2	4	2008-07-11	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=4&data=11/07/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=4&data=11%2F07%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=4&data=11%2F07%2F2008&captchafield=firistAccess.txt
2	4	2008-07-21	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=4&data=21/07/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=4&data=21%2F07%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=4&data=21%2F07%2F2008&captchafield=firistAccess.txt
2	5	2008-07-17	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=5&data=17/07/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=5&data=17%2F07%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=5&data=17%2F07%2F2008&captchafield=firistAccess.txt
3	4	2008-08-05	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=4&data=05/08/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=4&data=05%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=4&data=05%2F08%2F2008&captchafield=firistAccess.txt
3	79	2008-08-06	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=79&data=06/08/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=79&data=06%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=79&data=06%2F08%2F2008&captchafield=firistAccess.txt
1	148	2008-10-23	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=148&data=23/10/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=148&data=23%2F10%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=148&data=23%2F10%2F2008&captchafield=firistAccess.txt
1	149	2008-10-23	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=149&data=23/10/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=149&data=23%2F10%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=149&data=23%2F10%2F2008&captchafield=firistAccess.txt
1	150	2008-10-23	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=150&data=23/10/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=150&data=23%2F10%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=150&data=23%2F10%2F2008&captchafield=firistAccess.txt
1	337	2008-10-29	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=337&data=29/10/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=337&data=29%2F10%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=337&data=29%2F10%2F2008&captchafield=firistAccess.txt
1	347	2008-10-29	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=347&data=29/10/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=347&data=29%2F10%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=347&data=29%2F10%2F2008&captchafield=firistAccess.txt
1	80	2008-10-22	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=80&data=22/10/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=80&data=22%2F10%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=80&data=22%2F10%2F2008&captchafield=firistAccess.txt
1	82	2008-10-22	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=82&data=22/10/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=82&data=22%2F10%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=82&data=22%2F10%2F2008&captchafield=firistAccess.txt
2	9	2008-10-27	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=9&data=27/10/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=9&data=27%2F10%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=9&data=27%2F10%2F2008&captchafield=firistAccess.txt
3	113	2008-10-24	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=113&data=24/10/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=113&data=24%2F10%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=113&data=24%2F10%2F2008&captchafield=firistAccess.txt
3	13	2008-10-30	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=13&data=30/10/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=13&data=30%2F10%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=13&data=30%2F10%2F2008&captchafield=firistAccess.txt
1	33	2008-08-27	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=33&data=27/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=33&data=27%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=33&data=27%2F08%2F2008&captchafield=firistAccess.txt
1	34	2008-08-27	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=34&data=27/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=34&data=27%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=34&data=27%2F08%2F2008&captchafield=firistAccess.txt
1	45	2008-09-15	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=45&data=15/09/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=45&data=15%2F09%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=45&data=15%2F09%2F2008&captchafield=firistAccess.txt
1	46	2008-09-15	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=46&data=15/09/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=46&data=15%2F09%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=46&data=15%2F09%2F2008&captchafield=firistAccess.txt
2	27	2008-09-10	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=27&data=10/09/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=27&data=10%2F09%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=27&data=10%2F09%2F2008&captchafield=firistAccess.txt
2	30	2008-09-22	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=30&data=22/09/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=30&data=22%2F09%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=30&data=22%2F09%2F2008&captchafield=firistAccess.txt
2	33	2008-09-19	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=33&data=19/09/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=33&data=19%2F09%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=33&data=19%2F09%2F2008&captchafield=firistAccess.txt
2	33	2008-08-28	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=33&data=28/08/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=33&data=28%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=33&data=28%2F08%2F2008&captchafield=firistAccess.txt
2	4	2008-09-12	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=4&data=12/09/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=4&data=12%2F09%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=4&data=12%2F09%2F2008&captchafield=firistAccess.txt
2	4	2008-09-19	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=4&data=19/09/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=4&data=19%2F09%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=4&data=19%2F09%2F2008&captchafield=firistAccess.txt
1	2	2008-04-28	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=2&data=28/04/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=2&data=28%2F04%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=2&data=28%2F04%2F2008&captchafield=firistAccess.txt
1	32	2008-05-05	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=32&data=05/05/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=32&data=05%2F05%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=32&data=05%2F05%2F2008&captchafield=firistAccess.txt
1	33	2008-05-05	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=33&data=05/05/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=33&data=05%2F05%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=33&data=05%2F05%2F2008&captchafield=firistAccess.txt
1	34	2008-05-05	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=34&data=05/05/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=34&data=05%2F05%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=34&data=05%2F05%2F2008&captchafield=firistAccess.txt
1	35	2008-05-05	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=35&data=05/05/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=35&data=05%2F05%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=35&data=05%2F05%2F2008&captchafield=firistAccess.txt
1	39	2008-05-05	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=39&data=05/05/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=39&data=05%2F05%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=39&data=05%2F05%2F2008&captchafield=firistAccess.txt
1	84	2008-04-28	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=84&data=28/04/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=84&data=28%2F04%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=84&data=28%2F04%2F2008&captchafield=firistAccess.txt
1	85	2008-04-28	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=85&data=28/04/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=85&data=28%2F04%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=85&data=28%2F04%2F2008&captchafield=firistAccess.txt
1	86	2008-04-28	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=86&data=28/04/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=86&data=28%2F04%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=86&data=28%2F04%2F2008&captchafield=firistAccess.txt
2	4	2008-05-05	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=4&data=05/05/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=4&data=05%2F05%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=4&data=05%2F05%2F2008&captchafield=firistAccess.txt
1	50	2008-08-11	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=50&data=11/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=50&data=11%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=50&data=11%2F08%2F2008&captchafield=firistAccess.txt
1	56	2008-08-08	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=56&data=08/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=56&data=08%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=56&data=08%2F08%2F2008&captchafield=firistAccess.txt
1	57	2008-08-08	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=57&data=08/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=57&data=08%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=57&data=08%2F08%2F2008&captchafield=firistAccess.txt
1	59	2008-08-07	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=59&data=07/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=59&data=07%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=59&data=07%2F08%2F2008&captchafield=firistAccess.txt
1	60	2008-08-07	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=60&data=07/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=60&data=07%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=60&data=07%2F08%2F2008&captchafield=firistAccess.txt
1	61	2008-08-07	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=61&data=07/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=61&data=07%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=61&data=07%2F08%2F2008&captchafield=firistAccess.txt
1	62	2008-08-07	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=62&data=07/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=62&data=07%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=62&data=07%2F08%2F2008&captchafield=firistAccess.txt
1	63	2008-08-07	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=63&data=07/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=63&data=07%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=63&data=07%2F08%2F2008&captchafield=firistAccess.txt
3	111	2008-08-11	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=111&data=11/08/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=111&data=11%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=111&data=11%2F08%2F2008&captchafield=firistAccess.txt
3	66	2008-08-08	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=66&data=08/08/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=66&data=08%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=66&data=08%2F08%2F2008&captchafield=firistAccess.txt
1	49	2008-08-11	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=49&data=11/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=49&data=11%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=49&data=11%2F08%2F2008&captchafield=firistAccess.txt
1	73	2008-08-12	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=73&data=12/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=73&data=12%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=73&data=12%2F08%2F2008&captchafield=firistAccess.txt
1	74	2008-08-12	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=74&data=12/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=74&data=12%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=74&data=12%2F08%2F2008&captchafield=firistAccess.txt
1	75	2008-08-12	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=75&data=12/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=75&data=12%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=75&data=12%2F08%2F2008&captchafield=firistAccess.txt
1	77	2008-08-12	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=77&data=12/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=77&data=12%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=77&data=12%2F08%2F2008&captchafield=firistAccess.txt
1	86	2008-08-13	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=86&data=13/08/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=86&data=13%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=86&data=13%2F08%2F2008&captchafield=firistAccess.txt
2	2	2008-08-12	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=2&data=12/08/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=2&data=12%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=2&data=12%2F08%2F2008&captchafield=firistAccess.txt
2	35	2008-08-27	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=35&data=27/08/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=35&data=27%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=35&data=27%2F08%2F2008&captchafield=firistAccess.txt
2	3	2008-08-19	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=2&pagina=3&data=19/08/2008&captchafield=firistAccess	INPDFViewer?jornal=2&pagina=3&data=19%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=2&pagina=3&data=19%2F08%2F2008&captchafield=firistAccess.txt
3	54	2008-08-15	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=3&pagina=54&data=15/08/2008&captchafield=firistAccess	INPDFViewer?jornal=3&pagina=54&data=15%2F08%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=3&pagina=54&data=15%2F08%2F2008&captchafield=firistAccess.txt
1	98	2008-10-30	http://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=1&pagina=98&data=30/10/2008&captchafield=firistAccess	INPDFViewer?jornal=1&pagina=98&data=30%2F10%2F2008&captchafield=firistAccess.pdf	INPDFViewer?jornal=1&pagina=98&data=30%2F10%2F2008&captchafield=firistAccess.txt
